,Id,ActivityDay,StepTotal
897,8792009665,4/29/2016,8360
898,8792009665,4/30/2016,7174
899,8792009665,5/1/2016,1619
900,8792009665,5/2/2016,1831
901,8792009665,5/3/2016,2421
902,8792009665,5/4/2016,2283
910,8877689391,4/13/2016,15337
911,8877689391,4/14/2016,21129
912,8877689391,4/15/2016,13422
914,8877689391,4/17/2016,15118
915,8877689391,4/18/2016,11423
916,8877689391,4/19/2016,18785
917,8877689391,4/20/2016,19948
918,8877689391,4/21/2016,19377
919,8877689391,4/22/2016,18258
920,8877689391,4/23/2016,11200
921,8877689391,4/24/2016,16674
922,8877689391,4/25/2016,12986
923,8877689391,4/26/2016,11101
925,8877689391,4/28/2016,14890
926,8877689391,4/29/2016,9733
928,8877689391,5/1/2016,10930
929,8877689391,5/2/2016,4790
930,8877689391,5/3/2016,10818
931,8877689391,5/4/2016,18193
932,8877689391,5/5/2016,14055
933,8877689391,5/6/2016,21727
934,8877689391,5/7/2016,12332
935,8877689391,5/8/2016,10686
936,8877689391,5/9/2016,20226
937,8877689391,5/10/2016,10733
938,8877689391,5/11/2016,21420
939,8877689391,5/12/2016,8064
