,Id,ActivityHour,StepTotal
5130,2320127002,4/13/2016 6:00:00 AM,370
5131,2320127002,4/13/2016 7:00:00 AM,959
5132,2320127002,4/13/2016 8:00:00 AM,541
5133,2320127002,4/13/2016 9:00:00 AM,198
5134,2320127002,4/13/2016 10:00:00 AM,166
5135,2320127002,4/13/2016 11:00:00 AM,350
5136,2320127002,4/13/2016 12:00:00 PM,414
5137,2320127002,4/13/2016 1:00:00 PM,148
5138,2320127002,4/13/2016 2:00:00 PM,365
5139,2320127002,4/13/2016 3:00:00 PM,283
5140,2320127002,4/13/2016 4:00:00 PM,396
5141,2320127002,4/13/2016 5:00:00 PM,456
5142,2320127002,4/13/2016 6:00:00 PM,117
5143,2320127002,4/13/2016 7:00:00 PM,168
5144,2320127002,4/13/2016 8:00:00 PM,284
5145,2320127002,4/13/2016 9:00:00 PM,305
5146,2320127002,4/13/2016 10:00:00 PM,422
5147,2320127002,4/13/2016 11:00:00 PM,154
5148,2320127002,4/14/2016 12:00:00 AM,191
5154,2320127002,4/14/2016 6:00:00 AM,168
5155,2320127002,4/14/2016 7:00:00 AM,368
5156,2320127002,4/14/2016 8:00:00 AM,189
5157,2320127002,4/14/2016 9:00:00 AM,525
5158,2320127002,4/14/2016 10:00:00 AM,300
5159,2320127002,4/14/2016 11:00:00 AM,19
5162,2320127002,4/14/2016 2:00:00 PM,35
5163,2320127002,4/14/2016 3:00:00 PM,243
5164,2320127002,4/14/2016 4:00:00 PM,638
5165,2320127002,4/14/2016 5:00:00 PM,465
5166,2320127002,4/14/2016 6:00:00 PM,355
5167,2320127002,4/14/2016 7:00:00 PM,338
5168,2320127002,4/14/2016 8:00:00 PM,139
5179,2320127002,4/15/2016 7:00:00 AM,569
5180,2320127002,4/15/2016 8:00:00 AM,234
5181,2320127002,4/15/2016 9:00:00 AM,405
5182,2320127002,4/15/2016 10:00:00 AM,177
5183,2320127002,4/15/2016 11:00:00 AM,223
5184,2320127002,4/15/2016 12:00:00 PM,564
5185,2320127002,4/15/2016 1:00:00 PM,126
5187,2320127002,4/15/2016 3:00:00 PM,275
5188,2320127002,4/15/2016 4:00:00 PM,258
5189,2320127002,4/15/2016 5:00:00 PM,498
5190,2320127002,4/15/2016 6:00:00 PM,312
5191,2320127002,4/15/2016 7:00:00 PM,570
5192,2320127002,4/15/2016 8:00:00 PM,571
5193,2320127002,4/15/2016 9:00:00 PM,306
5194,2320127002,4/15/2016 10:00:00 PM,117
5206,2320127002,4/16/2016 10:00:00 AM,317
5207,2320127002,4/16/2016 11:00:00 AM,513
5208,2320127002,4/16/2016 12:00:00 PM,520
5209,2320127002,4/16/2016 1:00:00 PM,203
5210,2320127002,4/16/2016 2:00:00 PM,219
5211,2320127002,4/16/2016 3:00:00 PM,398
5212,2320127002,4/16/2016 4:00:00 PM,306
5215,2320127002,4/16/2016 7:00:00 PM,220
5216,2320127002,4/16/2016 8:00:00 PM,490
5217,2320127002,4/16/2016 9:00:00 PM,634
5218,2320127002,4/16/2016 10:00:00 PM,510
5219,2320127002,4/16/2016 11:00:00 PM,714
5220,2320127002,4/17/2016 12:00:00 AM,330
5221,2320127002,4/17/2016 1:00:00 AM,94
5229,2320127002,4/17/2016 9:00:00 AM,232
5230,2320127002,4/17/2016 10:00:00 AM,256
5231,2320127002,4/17/2016 11:00:00 AM,484
5232,2320127002,4/17/2016 12:00:00 PM,507
5233,2320127002,4/17/2016 1:00:00 PM,567
5234,2320127002,4/17/2016 2:00:00 PM,661
5235,2320127002,4/17/2016 3:00:00 PM,242
5236,2320127002,4/17/2016 4:00:00 PM,286
5237,2320127002,4/17/2016 5:00:00 PM,431
5238,2320127002,4/17/2016 6:00:00 PM,749
5239,2320127002,4/17/2016 7:00:00 PM,579
5240,2320127002,4/17/2016 8:00:00 PM,474
5241,2320127002,4/17/2016 9:00:00 PM,220
5242,2320127002,4/17/2016 10:00:00 PM,86
5250,2320127002,4/18/2016 6:00:00 AM,183
5251,2320127002,4/18/2016 7:00:00 AM,589
5252,2320127002,4/18/2016 8:00:00 AM,287
5253,2320127002,4/18/2016 9:00:00 AM,486
5254,2320127002,4/18/2016 10:00:00 AM,103
5255,2320127002,4/18/2016 11:00:00 AM,347
5256,2320127002,4/18/2016 12:00:00 PM,479
5257,2320127002,4/18/2016 1:00:00 PM,852
5258,2320127002,4/18/2016 2:00:00 PM,633
5259,2320127002,4/18/2016 3:00:00 PM,228
5260,2320127002,4/18/2016 4:00:00 PM,332
5261,2320127002,4/18/2016 5:00:00 PM,324
5262,2320127002,4/18/2016 6:00:00 PM,260
5263,2320127002,4/18/2016 7:00:00 PM,427
5264,2320127002,4/18/2016 8:00:00 PM,306
5265,2320127002,4/18/2016 9:00:00 PM,377
5266,2320127002,4/18/2016 10:00:00 PM,82
5267,2320127002,4/18/2016 11:00:00 PM,243
5268,2320127002,4/19/2016 12:00:00 AM,62
5280,2320127002,4/19/2016 12:00:00 PM,821
5281,2320127002,4/19/2016 1:00:00 PM,272
5282,2320127002,4/19/2016 2:00:00 PM,244
5283,2320127002,4/19/2016 3:00:00 PM,332
5284,2320127002,4/19/2016 4:00:00 PM,413
5285,2320127002,4/19/2016 5:00:00 PM,328
5287,2320127002,4/19/2016 7:00:00 PM,76
5288,2320127002,4/19/2016 8:00:00 PM,645
5289,2320127002,4/19/2016 9:00:00 PM,625
5290,2320127002,4/19/2016 10:00:00 PM,1025
5291,2320127002,4/19/2016 11:00:00 PM,1154
5292,2320127002,4/20/2016 12:00:00 AM,220
5304,2320127002,4/20/2016 12:00:00 PM,420
5305,2320127002,4/20/2016 1:00:00 PM,338
5306,2320127002,4/20/2016 2:00:00 PM,842
5307,2320127002,4/20/2016 3:00:00 PM,1813
5308,2320127002,4/20/2016 4:00:00 PM,624
5309,2320127002,4/20/2016 5:00:00 PM,541
5310,2320127002,4/20/2016 6:00:00 PM,411
5311,2320127002,4/20/2016 7:00:00 PM,485
5312,2320127002,4/20/2016 8:00:00 PM,411
5313,2320127002,4/20/2016 9:00:00 PM,294
5314,2320127002,4/20/2016 10:00:00 PM,434
5315,2320127002,4/20/2016 11:00:00 PM,329
5316,2320127002,4/21/2016 12:00:00 AM,30
5331,2320127002,4/21/2016 3:00:00 PM,185
5332,2320127002,4/21/2016 4:00:00 PM,511
5333,2320127002,4/21/2016 5:00:00 PM,446
5334,2320127002,4/21/2016 6:00:00 PM,349
5335,2320127002,4/21/2016 7:00:00 PM,61
5337,2320127002,4/21/2016 9:00:00 PM,974
5338,2320127002,4/21/2016 10:00:00 PM,526
5339,2320127002,4/21/2016 11:00:00 PM,322
5340,2320127002,4/22/2016 12:00:00 AM,210
5341,2320127002,4/22/2016 1:00:00 AM,429
5342,2320127002,4/22/2016 2:00:00 AM,164
5343,2320127002,4/22/2016 3:00:00 AM,253
5344,2320127002,4/22/2016 4:00:00 AM,70
5345,2320127002,4/22/2016 5:00:00 AM,249
5346,2320127002,4/22/2016 6:00:00 AM,529
5347,2320127002,4/22/2016 7:00:00 AM,230
5354,2320127002,4/22/2016 2:00:00 PM,272
5355,2320127002,4/22/2016 3:00:00 PM,1128
5356,2320127002,4/22/2016 4:00:00 PM,270
5357,2320127002,4/22/2016 5:00:00 PM,315
5359,2320127002,4/22/2016 7:00:00 PM,249
5360,2320127002,4/22/2016 8:00:00 PM,384
5361,2320127002,4/22/2016 9:00:00 PM,453
5362,2320127002,4/22/2016 10:00:00 PM,218
5363,2320127002,4/22/2016 11:00:00 PM,160
5364,2320127002,4/23/2016 12:00:00 AM,152
5365,2320127002,4/23/2016 1:00:00 AM,205
5366,2320127002,4/23/2016 2:00:00 AM,264
5367,2320127002,4/23/2016 3:00:00 AM,202
5368,2320127002,4/23/2016 4:00:00 AM,72
5377,2320127002,4/23/2016 1:00:00 PM,591
5378,2320127002,4/23/2016 2:00:00 PM,436
5379,2320127002,4/23/2016 3:00:00 PM,591
5380,2320127002,4/23/2016 4:00:00 PM,399
5381,2320127002,4/23/2016 5:00:00 PM,594
5382,2320127002,4/23/2016 6:00:00 PM,578
5383,2320127002,4/23/2016 7:00:00 PM,351
5384,2320127002,4/23/2016 8:00:00 PM,41
5385,2320127002,4/23/2016 9:00:00 PM,261
5386,2320127002,4/23/2016 10:00:00 PM,205
5387,2320127002,4/23/2016 11:00:00 PM,137
5388,2320127002,4/24/2016 12:00:00 AM,204
5389,2320127002,4/24/2016 1:00:00 AM,295
5390,2320127002,4/24/2016 2:00:00 AM,192
5403,2320127002,4/24/2016 3:00:00 PM,69
5404,2320127002,4/24/2016 4:00:00 PM,784
5405,2320127002,4/24/2016 5:00:00 PM,360
5406,2320127002,4/24/2016 6:00:00 PM,711
5407,2320127002,4/24/2016 7:00:00 PM,140
5408,2320127002,4/24/2016 8:00:00 PM,434
5409,2320127002,4/24/2016 9:00:00 PM,487
5410,2320127002,4/24/2016 10:00:00 PM,194
5411,2320127002,4/24/2016 11:00:00 PM,289
5412,2320127002,4/25/2016 12:00:00 AM,506
5413,2320127002,4/25/2016 1:00:00 AM,195
5427,2320127002,4/25/2016 3:00:00 PM,24
5428,2320127002,4/25/2016 4:00:00 PM,409
5429,2320127002,4/25/2016 5:00:00 PM,1013
5430,2320127002,4/25/2016 6:00:00 PM,368
5431,2320127002,4/25/2016 7:00:00 PM,53
5432,2320127002,4/25/2016 8:00:00 PM,284
5433,2320127002,4/25/2016 9:00:00 PM,298
5434,2320127002,4/25/2016 10:00:00 PM,380
5435,2320127002,4/25/2016 11:00:00 PM,58
5437,2320127002,4/26/2016 1:00:00 AM,20
5438,2320127002,4/26/2016 2:00:00 AM,71
5452,2320127002,4/26/2016 4:00:00 PM,244
5453,2320127002,4/26/2016 5:00:00 PM,401
5454,2320127002,4/26/2016 6:00:00 PM,345
5455,2320127002,4/26/2016 7:00:00 PM,390
5456,2320127002,4/26/2016 8:00:00 PM,412
5457,2320127002,4/26/2016 9:00:00 PM,522
5458,2320127002,4/26/2016 10:00:00 PM,758
5459,2320127002,4/26/2016 11:00:00 PM,246
5464,2320127002,4/27/2016 4:00:00 AM,152
5465,2320127002,4/27/2016 5:00:00 AM,79
5466,2320127002,4/27/2016 6:00:00 AM,4
5467,2320127002,4/27/2016 7:00:00 AM,500
5468,2320127002,4/27/2016 8:00:00 AM,829
5469,2320127002,4/27/2016 9:00:00 AM,151
5484,2320127002,4/28/2016 12:00:00 AM,138
5485,2320127002,4/28/2016 1:00:00 AM,357
5486,2320127002,4/28/2016 2:00:00 AM,374
5487,2320127002,4/28/2016 3:00:00 AM,412
5491,2320127002,4/28/2016 7:00:00 AM,251
5514,2320127002,4/29/2016 6:00:00 AM,241
5515,2320127002,4/29/2016 7:00:00 AM,577
5516,2320127002,4/29/2016 8:00:00 AM,106
5533,2320127002,4/30/2016 1:00:00 AM,65
5534,2320127002,4/30/2016 2:00:00 AM,249
5535,2320127002,4/30/2016 3:00:00 AM,378
5536,2320127002,4/30/2016 4:00:00 AM,582
5537,2320127002,4/30/2016 5:00:00 AM,336
5538,2320127002,4/30/2016 6:00:00 AM,219
5539,2320127002,4/30/2016 7:00:00 AM,353
5540,2320127002,4/30/2016 8:00:00 AM,388
5541,2320127002,4/30/2016 9:00:00 AM,267
5542,2320127002,4/30/2016 10:00:00 AM,552
5543,2320127002,4/30/2016 11:00:00 AM,303
5552,2320127002,4/30/2016 8:00:00 PM,210
5553,2320127002,4/30/2016 9:00:00 PM,331
5554,2320127002,4/30/2016 10:00:00 PM,185
5555,2320127002,4/30/2016 11:00:00 PM,140
5556,2320127002,5/1/2016 12:00:00 AM,267
5557,2320127002,5/1/2016 1:00:00 AM,179
5558,2320127002,5/1/2016 2:00:00 AM,326
5581,2320127002,5/2/2016 1:00:00 AM,285
5582,2320127002,5/2/2016 2:00:00 AM,322
5583,2320127002,5/2/2016 3:00:00 AM,564
5584,2320127002,5/2/2016 4:00:00 AM,203
5599,2320127002,5/2/2016 7:00:00 PM,151
5600,2320127002,5/2/2016 8:00:00 PM,860
5601,2320127002,5/2/2016 9:00:00 PM,1054
5602,2320127002,5/2/2016 10:00:00 PM,195
5609,2320127002,5/3/2016 5:00:00 AM,453
5610,2320127002,5/3/2016 6:00:00 AM,451
5611,2320127002,5/3/2016 7:00:00 AM,1053
5612,2320127002,5/3/2016 8:00:00 AM,473
5621,2320127002,5/3/2016 5:00:00 PM,49
5622,2320127002,5/3/2016 6:00:00 PM,261
5623,2320127002,5/3/2016 7:00:00 PM,720
5624,2320127002,5/3/2016 8:00:00 PM,1940
5625,2320127002,5/3/2016 9:00:00 PM,656
5626,2320127002,5/3/2016 10:00:00 PM,1364
5627,2320127002,5/3/2016 11:00:00 PM,23
5632,2320127002,5/4/2016 4:00:00 AM,58
5634,2320127002,5/4/2016 6:00:00 AM,269
5635,2320127002,5/4/2016 7:00:00 AM,874
5658,2320127002,5/5/2016 6:00:00 AM,383
5659,2320127002,5/5/2016 7:00:00 AM,687
5660,2320127002,5/5/2016 8:00:00 AM,604
5661,2320127002,5/5/2016 9:00:00 AM,782
5662,2320127002,5/5/2016 10:00:00 AM,601
5663,2320127002,5/5/2016 11:00:00 AM,427
5664,2320127002,5/5/2016 12:00:00 PM,456
5665,2320127002,5/5/2016 1:00:00 PM,98
5669,2320127002,5/5/2016 5:00:00 PM,68
5670,2320127002,5/5/2016 6:00:00 PM,111
5671,2320127002,5/5/2016 7:00:00 PM,441
5672,2320127002,5/5/2016 8:00:00 PM,267
5673,2320127002,5/5/2016 9:00:00 PM,219
5674,2320127002,5/5/2016 10:00:00 PM,58
5681,2320127002,5/6/2016 5:00:00 AM,178
5682,2320127002,5/6/2016 6:00:00 AM,575
5683,2320127002,5/6/2016 7:00:00 AM,478
5684,2320127002,5/6/2016 8:00:00 AM,267
5685,2320127002,5/6/2016 9:00:00 AM,600
5686,2320127002,5/6/2016 10:00:00 AM,843
5687,2320127002,5/6/2016 11:00:00 AM,676
5688,2320127002,5/6/2016 12:00:00 PM,378
5696,2320127002,5/6/2016 8:00:00 PM,210
5697,2320127002,5/6/2016 9:00:00 PM,227
5698,2320127002,5/6/2016 10:00:00 PM,315
5699,2320127002,5/6/2016 11:00:00 PM,131
5705,2320127002,5/7/2016 5:00:00 AM,277
5706,2320127002,5/7/2016 6:00:00 AM,322
5707,2320127002,5/7/2016 7:00:00 AM,277
5708,2320127002,5/7/2016 8:00:00 AM,708
5709,2320127002,5/7/2016 9:00:00 AM,954
5710,2320127002,5/7/2016 10:00:00 AM,388
5711,2320127002,5/7/2016 11:00:00 AM,322
5712,2320127002,5/7/2016 12:00:00 PM,460
5713,2320127002,5/7/2016 1:00:00 PM,464
5714,2320127002,5/7/2016 2:00:00 PM,688
5715,2320127002,5/7/2016 3:00:00 PM,753
5716,2320127002,5/7/2016 4:00:00 PM,488
5717,2320127002,5/7/2016 5:00:00 PM,303
5720,2320127002,5/7/2016 8:00:00 PM,86
5721,2320127002,5/7/2016 9:00:00 PM,245
5722,2320127002,5/7/2016 10:00:00 PM,410
5723,2320127002,5/7/2016 11:00:00 PM,234
5732,2320127002,5/8/2016 8:00:00 AM,156
5733,2320127002,5/8/2016 9:00:00 AM,248
5734,2320127002,5/8/2016 10:00:00 AM,444
5735,2320127002,5/8/2016 11:00:00 AM,520
5736,2320127002,5/8/2016 12:00:00 PM,633
5737,2320127002,5/8/2016 1:00:00 PM,621
5738,2320127002,5/8/2016 2:00:00 PM,36
5740,2320127002,5/8/2016 4:00:00 PM,148
5741,2320127002,5/8/2016 5:00:00 PM,475
5742,2320127002,5/8/2016 6:00:00 PM,376
5743,2320127002,5/8/2016 7:00:00 PM,381
5744,2320127002,5/8/2016 8:00:00 PM,164
5745,2320127002,5/8/2016 9:00:00 PM,327
5746,2320127002,5/8/2016 10:00:00 PM,231
5747,2320127002,5/8/2016 11:00:00 PM,393
5748,2320127002,5/9/2016 12:00:00 AM,317
5749,2320127002,5/9/2016 1:00:00 AM,390
5753,2320127002,5/9/2016 5:00:00 AM,95
5754,2320127002,5/9/2016 6:00:00 AM,224
5755,2320127002,5/9/2016 7:00:00 AM,713
5756,2320127002,5/9/2016 8:00:00 AM,162
5757,2320127002,5/9/2016 9:00:00 AM,184
5758,2320127002,5/9/2016 10:00:00 AM,165
5763,2320127002,5/9/2016 3:00:00 PM,524
5764,2320127002,5/9/2016 4:00:00 PM,177
5765,2320127002,5/9/2016 5:00:00 PM,139
5778,2320127002,5/10/2016 6:00:00 AM,71
5779,2320127002,5/10/2016 7:00:00 AM,364
5780,2320127002,5/10/2016 8:00:00 AM,182
5781,2320127002,5/10/2016 9:00:00 AM,362
5782,2320127002,5/10/2016 10:00:00 AM,493
5783,2320127002,5/10/2016 11:00:00 AM,1122
5784,2320127002,5/10/2016 12:00:00 PM,947
5785,2320127002,5/10/2016 1:00:00 PM,327
5786,2320127002,5/10/2016 2:00:00 PM,283
5787,2320127002,5/10/2016 3:00:00 PM,485
5788,2320127002,5/10/2016 4:00:00 PM,483
5789,2320127002,5/10/2016 5:00:00 PM,172
5790,2320127002,5/10/2016 6:00:00 PM,427
5791,2320127002,5/10/2016 7:00:00 PM,194
5792,2320127002,5/10/2016 8:00:00 PM,300
5793,2320127002,5/10/2016 9:00:00 PM,15
5805,2320127002,5/11/2016 9:00:00 AM,4
5806,2320127002,5/11/2016 10:00:00 AM,472
5807,2320127002,5/11/2016 11:00:00 AM,348
5808,2320127002,5/11/2016 12:00:00 PM,446
5809,2320127002,5/11/2016 1:00:00 PM,283
5810,2320127002,5/11/2016 2:00:00 PM,241
5811,2320127002,5/11/2016 3:00:00 PM,364
5812,2320127002,5/11/2016 4:00:00 PM,493
5813,2320127002,5/11/2016 5:00:00 PM,999
5814,2320127002,5/11/2016 6:00:00 PM,172
5815,2320127002,5/11/2016 7:00:00 PM,324
5816,2320127002,5/11/2016 8:00:00 PM,723
5817,2320127002,5/11/2016 9:00:00 PM,522
5818,2320127002,5/11/2016 10:00:00 PM,605
5819,2320127002,5/11/2016 11:00:00 PM,428
5829,2320127002,5/12/2016 9:00:00 AM,119
5830,2320127002,5/12/2016 10:00:00 AM,817
5831,2320127002,5/12/2016 11:00:00 AM,426
5832,2320127002,5/12/2016 12:00:00 PM,535
5833,2320127002,5/12/2016 1:00:00 PM,402
5834,2320127002,5/12/2016 2:00:00 PM,265
5842,2347167796,4/12/2016 7:00:00 AM,397
5843,2347167796,4/12/2016 8:00:00 AM,1195
5844,2347167796,4/12/2016 9:00:00 AM,193
5845,2347167796,4/12/2016 10:00:00 AM,111
5846,2347167796,4/12/2016 11:00:00 AM,169
5847,2347167796,4/12/2016 12:00:00 PM,179
5848,2347167796,4/12/2016 1:00:00 PM,371
5849,2347167796,4/12/2016 2:00:00 PM,47
5850,2347167796,4/12/2016 3:00:00 PM,337
5851,2347167796,4/12/2016 4:00:00 PM,135
5852,2347167796,4/12/2016 5:00:00 PM,433
5853,2347167796,4/12/2016 6:00:00 PM,1546
5854,2347167796,4/12/2016 7:00:00 PM,355
5855,2347167796,4/12/2016 8:00:00 PM,1391
5857,2347167796,4/12/2016 10:00:00 PM,25
5865,2347167796,4/13/2016 6:00:00 AM,6
5866,2347167796,4/13/2016 7:00:00 AM,2581
5867,2347167796,4/13/2016 8:00:00 AM,1175
5868,2347167796,4/13/2016 9:00:00 AM,12
5869,2347167796,4/13/2016 10:00:00 AM,158
5870,2347167796,4/13/2016 11:00:00 AM,59
5871,2347167796,4/13/2016 12:00:00 PM,366
5872,2347167796,4/13/2016 1:00:00 PM,1200
5873,2347167796,4/13/2016 2:00:00 PM,112
5874,2347167796,4/13/2016 3:00:00 PM,154
5875,2347167796,4/13/2016 4:00:00 PM,311
5876,2347167796,4/13/2016 5:00:00 PM,122
5877,2347167796,4/13/2016 6:00:00 PM,1280
5878,2347167796,4/13/2016 7:00:00 PM,14
5879,2347167796,4/13/2016 8:00:00 PM,489
5880,2347167796,4/13/2016 9:00:00 PM,2197
5881,2347167796,4/13/2016 10:00:00 PM,116
5883,2347167796,4/14/2016 12:00:00 AM,8
5889,2347167796,4/14/2016 6:00:00 AM,12
5890,2347167796,4/14/2016 7:00:00 AM,2706
5891,2347167796,4/14/2016 8:00:00 AM,1041
5892,2347167796,4/14/2016 9:00:00 AM,264
5893,2347167796,4/14/2016 10:00:00 AM,370
5894,2347167796,4/14/2016 11:00:00 AM,283
5895,2347167796,4/14/2016 12:00:00 PM,382
5896,2347167796,4/14/2016 1:00:00 PM,2423
5897,2347167796,4/14/2016 2:00:00 PM,275
5898,2347167796,4/14/2016 3:00:00 PM,170
5899,2347167796,4/14/2016 4:00:00 PM,117
5900,2347167796,4/14/2016 5:00:00 PM,99
5901,2347167796,4/14/2016 6:00:00 PM,1364
5902,2347167796,4/14/2016 7:00:00 PM,137
5903,2347167796,4/14/2016 8:00:00 PM,53
5904,2347167796,4/14/2016 9:00:00 PM,305
5905,2347167796,4/14/2016 10:00:00 PM,120
5909,2347167796,4/15/2016 2:00:00 AM,12
5913,2347167796,4/15/2016 6:00:00 AM,9
5914,2347167796,4/15/2016 7:00:00 AM,2813
5915,2347167796,4/15/2016 8:00:00 AM,1077
5916,2347167796,4/15/2016 9:00:00 AM,291
5917,2347167796,4/15/2016 10:00:00 AM,51
5918,2347167796,4/15/2016 11:00:00 AM,146
5919,2347167796,4/15/2016 12:00:00 PM,259
5920,2347167796,4/15/2016 1:00:00 PM,359
5921,2347167796,4/15/2016 2:00:00 PM,131
5922,2347167796,4/15/2016 3:00:00 PM,15
5923,2347167796,4/15/2016 4:00:00 PM,323
5924,2347167796,4/15/2016 5:00:00 PM,73
5925,2347167796,4/15/2016 6:00:00 PM,2499
5926,2347167796,4/15/2016 7:00:00 PM,1137
5927,2347167796,4/15/2016 8:00:00 PM,732
5928,2347167796,4/15/2016 9:00:00 PM,294
5929,2347167796,4/15/2016 10:00:00 PM,244
5938,2347167796,4/16/2016 7:00:00 AM,1446
5941,2347167796,4/16/2016 10:00:00 AM,468
5942,2347167796,4/16/2016 11:00:00 AM,869
5943,2347167796,4/16/2016 12:00:00 PM,529
5944,2347167796,4/16/2016 1:00:00 PM,352
5948,2347167796,4/16/2016 5:00:00 PM,1344
5949,2347167796,4/16/2016 6:00:00 PM,2139
5950,2347167796,4/16/2016 7:00:00 PM,943
5951,2347167796,4/16/2016 8:00:00 PM,1496
5952,2347167796,4/16/2016 9:00:00 PM,1571
5953,2347167796,4/16/2016 10:00:00 PM,547
5959,2347167796,4/17/2016 4:00:00 AM,8
5962,2347167796,4/17/2016 7:00:00 AM,20
5963,2347167796,4/17/2016 8:00:00 AM,22
5964,2347167796,4/17/2016 9:00:00 AM,161
5965,2347167796,4/17/2016 10:00:00 AM,541
5966,2347167796,4/17/2016 11:00:00 AM,1489
5967,2347167796,4/17/2016 12:00:00 PM,21
5968,2347167796,4/17/2016 1:00:00 PM,872
5969,2347167796,4/17/2016 2:00:00 PM,578
5970,2347167796,4/17/2016 3:00:00 PM,219
5971,2347167796,4/17/2016 4:00:00 PM,57
5972,2347167796,4/17/2016 5:00:00 PM,256
5973,2347167796,4/17/2016 6:00:00 PM,495
5974,2347167796,4/17/2016 7:00:00 PM,334
5975,2347167796,4/17/2016 8:00:00 PM,217
5976,2347167796,4/17/2016 9:00:00 PM,182
5979,2347167796,4/18/2016 12:00:00 AM,6
5985,2347167796,4/18/2016 6:00:00 AM,15
5986,2347167796,4/18/2016 7:00:00 AM,418
5987,2347167796,4/18/2016 8:00:00 AM,1158
5988,2347167796,4/18/2016 9:00:00 AM,23
5989,2347167796,4/18/2016 10:00:00 AM,178
5990,2347167796,4/18/2016 11:00:00 AM,120
5991,2347167796,4/18/2016 12:00:00 PM,83
5992,2347167796,4/18/2016 1:00:00 PM,1439
5993,2347167796,4/18/2016 2:00:00 PM,606
5994,2347167796,4/18/2016 3:00:00 PM,147
5995,2347167796,4/18/2016 4:00:00 PM,175
5996,2347167796,4/18/2016 5:00:00 PM,92
5997,2347167796,4/18/2016 6:00:00 PM,1070
5998,2347167796,4/18/2016 7:00:00 PM,101
5999,2347167796,4/18/2016 8:00:00 PM,2497
6000,2347167796,4/18/2016 9:00:00 PM,104
6001,2347167796,4/18/2016 10:00:00 PM,15
6008,2347167796,4/19/2016 5:00:00 AM,20
6009,2347167796,4/19/2016 6:00:00 AM,148
6010,2347167796,4/19/2016 7:00:00 AM,291
6011,2347167796,4/19/2016 8:00:00 AM,1033
6012,2347167796,4/19/2016 9:00:00 AM,72
6013,2347167796,4/19/2016 10:00:00 AM,235
6014,2347167796,4/19/2016 11:00:00 AM,253
6015,2347167796,4/19/2016 12:00:00 PM,228
6016,2347167796,4/19/2016 1:00:00 PM,897
6017,2347167796,4/19/2016 2:00:00 PM,102
6018,2347167796,4/19/2016 3:00:00 PM,177
6019,2347167796,4/19/2016 4:00:00 PM,307
6020,2347167796,4/19/2016 5:00:00 PM,114
6021,2347167796,4/19/2016 6:00:00 PM,1170
6022,2347167796,4/19/2016 7:00:00 PM,1088
6023,2347167796,4/19/2016 8:00:00 PM,360
6024,2347167796,4/19/2016 9:00:00 PM,216
6034,2347167796,4/20/2016 7:00:00 AM,2534
6035,2347167796,4/20/2016 8:00:00 AM,1131
6036,2347167796,4/20/2016 9:00:00 AM,82
6037,2347167796,4/20/2016 10:00:00 AM,171
6038,2347167796,4/20/2016 11:00:00 AM,78
6039,2347167796,4/20/2016 12:00:00 PM,224
6040,2347167796,4/20/2016 1:00:00 PM,571
6041,2347167796,4/20/2016 2:00:00 PM,315
6042,2347167796,4/20/2016 3:00:00 PM,126
6043,2347167796,4/20/2016 4:00:00 PM,320
6044,2347167796,4/20/2016 5:00:00 PM,544
6045,2347167796,4/20/2016 6:00:00 PM,1622
6046,2347167796,4/20/2016 7:00:00 PM,1054
6047,2347167796,4/20/2016 8:00:00 PM,1909
6048,2347167796,4/20/2016 9:00:00 PM,161
6049,2347167796,4/20/2016 10:00:00 PM,157
6051,2347167796,4/21/2016 12:00:00 AM,7
6053,2347167796,4/21/2016 2:00:00 AM,7
6057,2347167796,4/21/2016 6:00:00 AM,141
6058,2347167796,4/21/2016 7:00:00 AM,257
6059,2347167796,4/21/2016 8:00:00 AM,909
6060,2347167796,4/21/2016 9:00:00 AM,19
6061,2347167796,4/21/2016 10:00:00 AM,128
6062,2347167796,4/21/2016 11:00:00 AM,140
6063,2347167796,4/21/2016 12:00:00 PM,735
6064,2347167796,4/21/2016 1:00:00 PM,232
6065,2347167796,4/21/2016 2:00:00 PM,254
6066,2347167796,4/21/2016 3:00:00 PM,89
6067,2347167796,4/21/2016 4:00:00 PM,91
6068,2347167796,4/21/2016 5:00:00 PM,46
6069,2347167796,4/21/2016 6:00:00 PM,1361
6070,2347167796,4/21/2016 7:00:00 PM,294
6071,2347167796,4/21/2016 8:00:00 PM,1880
6073,2347167796,4/21/2016 10:00:00 PM,80
6079,2347167796,4/22/2016 4:00:00 AM,38
6080,2347167796,4/22/2016 5:00:00 AM,10
6081,2347167796,4/22/2016 6:00:00 AM,13
6083,2347167796,4/22/2016 8:00:00 AM,879
6084,2347167796,4/22/2016 9:00:00 AM,41
6085,2347167796,4/22/2016 10:00:00 AM,74
6086,2347167796,4/22/2016 11:00:00 AM,61
6087,2347167796,4/22/2016 12:00:00 PM,276
6088,2347167796,4/22/2016 1:00:00 PM,411
6089,2347167796,4/22/2016 2:00:00 PM,276
6090,2347167796,4/22/2016 3:00:00 PM,315
6091,2347167796,4/22/2016 4:00:00 PM,184
6092,2347167796,4/22/2016 5:00:00 PM,512
6093,2347167796,4/22/2016 6:00:00 PM,876
6094,2347167796,4/22/2016 7:00:00 PM,13
6095,2347167796,4/22/2016 8:00:00 PM,79
6098,2347167796,4/22/2016 11:00:00 PM,22
6102,2347167796,4/23/2016 3:00:00 AM,4
6105,2347167796,4/23/2016 6:00:00 AM,18
