,Id,ActivityHour,TotalIntensity,AverageIntensity
2925,1927972279,4/13/2016 9:00:00 AM,6,0.1
2927,1927972279,4/13/2016 11:00:00 AM,1,0.016667
2933,1927972279,4/13/2016 5:00:00 PM,9,0.15
2934,1927972279,4/13/2016 6:00:00 PM,9,0.15
2954,1927972279,4/14/2016 2:00:00 PM,2,0.033333
2955,1927972279,4/14/2016 3:00:00 PM,34,0.566667
2956,1927972279,4/14/2016 4:00:00 PM,20,0.333333
2957,1927972279,4/14/2016 5:00:00 PM,19,0.316667
2958,1927972279,4/14/2016 6:00:00 PM,10,0.166667
2959,1927972279,4/14/2016 7:00:00 PM,7,0.116667
2960,1927972279,4/14/2016 8:00:00 PM,4,0.066667
2961,1927972279,4/14/2016 9:00:00 PM,5,0.083333
2962,1927972279,4/14/2016 10:00:00 PM,4,0.066667
2963,1927972279,4/14/2016 11:00:00 PM,1,0.016667
2964,1927972279,4/15/2016 12:00:00 AM,1,0.016667
2968,1927972279,4/15/2016 4:00:00 AM,5,0.083333
2973,1927972279,4/15/2016 9:00:00 AM,17,0.283333
2974,1927972279,4/15/2016 10:00:00 AM,3,0.05
2975,1927972279,4/15/2016 11:00:00 AM,19,0.316667
2976,1927972279,4/15/2016 12:00:00 PM,6,0.1
3047,1927972279,4/18/2016 11:00:00 AM,10,0.166667
3048,1927972279,4/18/2016 12:00:00 PM,7,0.116667
3144,1927972279,4/22/2016 12:00:00 PM,8,0.133333
3145,1927972279,4/22/2016 1:00:00 PM,1,0.016667
3147,1927972279,4/22/2016 3:00:00 PM,1,0.016667
3164,1927972279,4/23/2016 8:00:00 AM,32,0.533333
3165,1927972279,4/23/2016 9:00:00 AM,11,0.183333
3166,1927972279,4/23/2016 10:00:00 AM,2,0.033333
3167,1927972279,4/23/2016 11:00:00 AM,15,0.25
3168,1927972279,4/23/2016 12:00:00 PM,15,0.25
3169,1927972279,4/23/2016 1:00:00 PM,26,0.433333
3172,1927972279,4/23/2016 4:00:00 PM,3,0.05
3173,1927972279,4/23/2016 5:00:00 PM,7,0.116667
3174,1927972279,4/23/2016 6:00:00 PM,12,0.2
3175,1927972279,4/23/2016 7:00:00 PM,8,0.133333
3176,1927972279,4/23/2016 8:00:00 PM,10,0.166667
3177,1927972279,4/23/2016 9:00:00 PM,4,0.066667
3190,1927972279,4/24/2016 10:00:00 AM,31,0.516667
3191,1927972279,4/24/2016 11:00:00 AM,25,0.416667
3192,1927972279,4/24/2016 12:00:00 PM,16,0.266667
3193,1927972279,4/24/2016 1:00:00 PM,18,0.3
3224,1927972279,4/25/2016 8:00:00 PM,3,0.05
3225,1927972279,4/25/2016 9:00:00 PM,9,0.15
3228,1927972279,4/26/2016 12:00:00 AM,1,0.016667
3229,1927972279,4/26/2016 1:00:00 AM,1,0.016667
3231,1927972279,4/26/2016 3:00:00 AM,2,0.033333
3234,1927972279,4/26/2016 6:00:00 AM,1,0.016667
3238,1927972279,4/26/2016 10:00:00 AM,3,0.05
3239,1927972279,4/26/2016 11:00:00 AM,15,0.25
3240,1927972279,4/26/2016 12:00:00 PM,6,0.1
3241,1927972279,4/26/2016 1:00:00 PM,16,0.266667
3242,1927972279,4/26/2016 2:00:00 PM,9,0.15
3243,1927972279,4/26/2016 3:00:00 PM,9,0.15
3244,1927972279,4/26/2016 4:00:00 PM,36,0.6
3245,1927972279,4/26/2016 5:00:00 PM,17,0.283333
3246,1927972279,4/26/2016 6:00:00 PM,25,0.416667
3247,1927972279,4/26/2016 7:00:00 PM,25,0.416667
3248,1927972279,4/26/2016 8:00:00 PM,8,0.133333
3249,1927972279,4/26/2016 9:00:00 PM,7,0.116667
3250,1927972279,4/26/2016 10:00:00 PM,5,0.083333
3251,1927972279,4/26/2016 11:00:00 PM,6,0.1
3284,1927972279,4/28/2016 8:00:00 AM,16,0.266667
3285,1927972279,4/28/2016 9:00:00 AM,7,0.116667
3286,1927972279,4/28/2016 10:00:00 AM,15,0.25
3287,1927972279,4/28/2016 11:00:00 AM,9,0.15
3288,1927972279,4/28/2016 12:00:00 PM,1,0.016667
3289,1927972279,4/28/2016 1:00:00 PM,2,0.033333
3290,1927972279,4/28/2016 2:00:00 PM,3,0.05
3291,1927972279,4/28/2016 3:00:00 PM,5,0.083333
3292,1927972279,4/28/2016 4:00:00 PM,9,0.15
3293,1927972279,4/28/2016 5:00:00 PM,7,0.116667
3294,1927972279,4/28/2016 6:00:00 PM,15,0.25
3295,1927972279,4/28/2016 7:00:00 PM,3,0.05
3296,1927972279,4/28/2016 8:00:00 PM,3,0.05
3356,1927972279,5/1/2016 8:00:00 AM,3,0.05
3358,1927972279,5/1/2016 10:00:00 AM,5,0.083333
3359,1927972279,5/1/2016 11:00:00 AM,8,0.133333
3360,1927972279,5/1/2016 12:00:00 PM,6,0.1
3361,1927972279,5/1/2016 1:00:00 PM,55,0.916667
3362,1927972279,5/1/2016 2:00:00 PM,10,0.166667
3363,1927972279,5/1/2016 3:00:00 PM,2,0.033333
3364,1927972279,5/1/2016 4:00:00 PM,3,0.05
3365,1927972279,5/1/2016 5:00:00 PM,2,0.033333
3366,1927972279,5/1/2016 6:00:00 PM,3,0.05
3367,1927972279,5/1/2016 7:00:00 PM,12,0.2
3368,1927972279,5/1/2016 8:00:00 PM,1,0.016667
3369,1927972279,5/1/2016 9:00:00 PM,4,0.066667
3383,1927972279,5/2/2016 11:00:00 AM,63,1.05
3384,1927972279,5/2/2016 12:00:00 PM,4,0.066667
3385,1927972279,5/2/2016 1:00:00 PM,1,0.016667
3386,1927972279,5/2/2016 2:00:00 PM,5,0.083333
3387,1927972279,5/2/2016 3:00:00 PM,12,0.2
3388,1927972279,5/2/2016 4:00:00 PM,13,0.216667
3389,1927972279,5/2/2016 5:00:00 PM,14,0.233333
3390,1927972279,5/2/2016 6:00:00 PM,15,0.25
3391,1927972279,5/2/2016 7:00:00 PM,31,0.516667
3404,1927972279,5/3/2016 8:00:00 AM,40,0.666667
3406,1927972279,5/3/2016 10:00:00 AM,6,0.1
3409,1927972279,5/3/2016 1:00:00 PM,1,0.016667
3430,1927972279,5/4/2016 10:00:00 AM,34,0.566667
3431,1927972279,5/4/2016 11:00:00 AM,4,0.066667
3432,1927972279,5/4/2016 12:00:00 PM,4,0.066667
3433,1927972279,5/4/2016 1:00:00 PM,7,0.116667
3434,1927972279,5/4/2016 2:00:00 PM,3,0.05
3435,1927972279,5/4/2016 3:00:00 PM,7,0.116667
3436,1927972279,5/4/2016 4:00:00 PM,12,0.2
3437,1927972279,5/4/2016 5:00:00 PM,7,0.116667
3438,1927972279,5/4/2016 6:00:00 PM,1,0.016667
3439,1927972279,5/4/2016 7:00:00 PM,4,0.066667
3440,1927972279,5/4/2016 8:00:00 PM,4,0.066667
3484,1927972279,5/6/2016 4:00:00 PM,4,0.066667
3485,1927972279,5/6/2016 5:00:00 PM,15,0.25
3486,1927972279,5/6/2016 6:00:00 PM,17,0.283333
3487,1927972279,5/6/2016 7:00:00 PM,47,0.783333
3488,1927972279,5/6/2016 8:00:00 PM,13,0.216667
3489,1927972279,5/6/2016 9:00:00 PM,7,0.116667
3490,1927972279,5/6/2016 10:00:00 PM,5,0.083333
3502,1927972279,5/7/2016 10:00:00 AM,30,0.5
3503,1927972279,5/7/2016 11:00:00 AM,18,0.3
3635,2022484408,4/12/2016 7:00:00 AM,28,0.466667
3636,2022484408,4/12/2016 8:00:00 AM,13,0.216667
3637,2022484408,4/12/2016 9:00:00 AM,13,0.216667
3639,2022484408,4/12/2016 11:00:00 AM,20,0.333333
3640,2022484408,4/12/2016 12:00:00 PM,11,0.183333
3641,2022484408,4/12/2016 1:00:00 PM,19,0.316667
3642,2022484408,4/12/2016 2:00:00 PM,54,0.9
3643,2022484408,4/12/2016 3:00:00 PM,9,0.15
3644,2022484408,4/12/2016 4:00:00 PM,19,0.316667
3645,2022484408,4/12/2016 5:00:00 PM,24,0.4
3646,2022484408,4/12/2016 6:00:00 PM,19,0.316667
3647,2022484408,4/12/2016 7:00:00 PM,9,0.15
3659,2022484408,4/13/2016 7:00:00 AM,28,0.466667
3660,2022484408,4/13/2016 8:00:00 AM,24,0.4
3662,2022484408,4/13/2016 10:00:00 AM,5,0.083333
3663,2022484408,4/13/2016 11:00:00 AM,20,0.333333
3664,2022484408,4/13/2016 12:00:00 PM,25,0.416667
3665,2022484408,4/13/2016 1:00:00 PM,11,0.183333
3666,2022484408,4/13/2016 2:00:00 PM,46,0.766667
3667,2022484408,4/13/2016 3:00:00 PM,20,0.333333
3668,2022484408,4/13/2016 4:00:00 PM,20,0.333333
3669,2022484408,4/13/2016 5:00:00 PM,28,0.466667
3670,2022484408,4/13/2016 6:00:00 PM,31,0.516667
3671,2022484408,4/13/2016 7:00:00 PM,27,0.45
3672,2022484408,4/13/2016 8:00:00 PM,1,0.016667
3683,2022484408,4/14/2016 7:00:00 AM,10,0.166667
3684,2022484408,4/14/2016 8:00:00 AM,11,0.183333
3685,2022484408,4/14/2016 9:00:00 AM,19,0.316667
3686,2022484408,4/14/2016 10:00:00 AM,21,0.35
3687,2022484408,4/14/2016 11:00:00 AM,13,0.216667
3688,2022484408,4/14/2016 12:00:00 PM,9,0.15
3689,2022484408,4/14/2016 1:00:00 PM,18,0.3
3690,2022484408,4/14/2016 2:00:00 PM,47,0.783333
3691,2022484408,4/14/2016 3:00:00 PM,13,0.216667
3692,2022484408,4/14/2016 4:00:00 PM,24,0.4
3693,2022484408,4/14/2016 5:00:00 PM,24,0.4
3695,2022484408,4/14/2016 7:00:00 PM,29,0.483333
3696,2022484408,4/14/2016 8:00:00 PM,17,0.283333
3707,2022484408,4/15/2016 7:00:00 AM,21,0.35
3708,2022484408,4/15/2016 8:00:00 AM,26,0.433333
3710,2022484408,4/15/2016 10:00:00 AM,25,0.416667
3711,2022484408,4/15/2016 11:00:00 AM,24,0.4
3712,2022484408,4/15/2016 12:00:00 PM,6,0.1
3713,2022484408,4/15/2016 1:00:00 PM,44,0.733333
3714,2022484408,4/15/2016 2:00:00 PM,26,0.433333
3715,2022484408,4/15/2016 3:00:00 PM,19,0.316667
3716,2022484408,4/15/2016 4:00:00 PM,33,0.55
3717,2022484408,4/15/2016 5:00:00 PM,19,0.316667
3718,2022484408,4/15/2016 6:00:00 PM,10,0.166667
3719,2022484408,4/15/2016 7:00:00 PM,11,0.183333
3731,2022484408,4/16/2016 7:00:00 AM,4,0.066667
3732,2022484408,4/16/2016 8:00:00 AM,26,0.433333
3734,2022484408,4/16/2016 10:00:00 AM,25,0.416667
3735,2022484408,4/16/2016 11:00:00 AM,22,0.366667
3736,2022484408,4/16/2016 12:00:00 PM,19,0.316667
3737,2022484408,4/16/2016 1:00:00 PM,27,0.45
3738,2022484408,4/16/2016 2:00:00 PM,24,0.4
3739,2022484408,4/16/2016 3:00:00 PM,16,0.266667
3756,2022484408,4/17/2016 8:00:00 AM,23,0.383333
3758,2022484408,4/17/2016 10:00:00 AM,76,1.266667
3759,2022484408,4/17/2016 11:00:00 AM,54,0.9
3760,2022484408,4/17/2016 12:00:00 PM,5,0.083333
3761,2022484408,4/17/2016 1:00:00 PM,10,0.166667
3762,2022484408,4/17/2016 2:00:00 PM,45,0.75
3763,2022484408,4/17/2016 3:00:00 PM,31,0.516667
3764,2022484408,4/17/2016 4:00:00 PM,35,0.583333
3765,2022484408,4/17/2016 5:00:00 PM,34,0.566667
3766,2022484408,4/17/2016 6:00:00 PM,30,0.5
3767,2022484408,4/17/2016 7:00:00 PM,11,0.183333
3768,2022484408,4/17/2016 8:00:00 PM,5,0.083333
3778,2022484408,4/18/2016 6:00:00 AM,5,0.083333
3779,2022484408,4/18/2016 7:00:00 AM,40,0.666667
3780,2022484408,4/18/2016 8:00:00 AM,23,0.383333
3782,2022484408,4/18/2016 10:00:00 AM,31,0.516667
3783,2022484408,4/18/2016 11:00:00 AM,1,0.016667
3784,2022484408,4/18/2016 12:00:00 PM,15,0.25
3785,2022484408,4/18/2016 1:00:00 PM,14,0.233333
3786,2022484408,4/18/2016 2:00:00 PM,40,0.666667
3787,2022484408,4/18/2016 3:00:00 PM,28,0.466667
3788,2022484408,4/18/2016 4:00:00 PM,18,0.3
3789,2022484408,4/18/2016 5:00:00 PM,28,0.466667
3790,2022484408,4/18/2016 6:00:00 PM,32,0.533333
3791,2022484408,4/18/2016 7:00:00 PM,23,0.383333
3792,2022484408,4/18/2016 8:00:00 PM,6,0.1
3805,2022484408,4/19/2016 9:00:00 AM,20,0.333333
3806,2022484408,4/19/2016 10:00:00 AM,13,0.216667
3807,2022484408,4/19/2016 11:00:00 AM,20,0.333333
3808,2022484408,4/19/2016 12:00:00 PM,24,0.4
3809,2022484408,4/19/2016 1:00:00 PM,20,0.333333
3810,2022484408,4/19/2016 2:00:00 PM,42,0.7
3811,2022484408,4/19/2016 3:00:00 PM,35,0.583333
3813,2022484408,4/19/2016 5:00:00 PM,23,0.383333
3814,2022484408,4/19/2016 6:00:00 PM,25,0.416667
3815,2022484408,4/19/2016 7:00:00 PM,14,0.233333
3826,2022484408,4/20/2016 6:00:00 AM,7,0.116667
3827,2022484408,4/20/2016 7:00:00 AM,36,0.6
3828,2022484408,4/20/2016 8:00:00 AM,38,0.633333
3830,2022484408,4/20/2016 10:00:00 AM,6,0.1
3831,2022484408,4/20/2016 11:00:00 AM,16,0.266667
3832,2022484408,4/20/2016 12:00:00 PM,56,0.933333
3833,2022484408,4/20/2016 1:00:00 PM,31,0.516667
3834,2022484408,4/20/2016 2:00:00 PM,72,1.2
3835,2022484408,4/20/2016 3:00:00 PM,33,0.55
3836,2022484408,4/20/2016 4:00:00 PM,25,0.416667
3837,2022484408,4/20/2016 5:00:00 PM,27,0.45
3838,2022484408,4/20/2016 6:00:00 PM,22,0.366667
3839,2022484408,4/20/2016 7:00:00 PM,22,0.366667
3840,2022484408,4/20/2016 8:00:00 PM,16,0.266667
3851,2022484408,4/21/2016 7:00:00 AM,40,0.666667
3852,2022484408,4/21/2016 8:00:00 AM,10,0.166667
3853,2022484408,4/21/2016 9:00:00 AM,22,0.366667
3854,2022484408,4/21/2016 10:00:00 AM,93,1.55
3855,2022484408,4/21/2016 11:00:00 AM,71,1.183333
3857,2022484408,4/21/2016 1:00:00 PM,2,0.033333
3858,2022484408,4/21/2016 2:00:00 PM,80,1.333333
3859,2022484408,4/21/2016 3:00:00 PM,49,0.816667
3861,2022484408,4/21/2016 5:00:00 PM,59,0.983333
3862,2022484408,4/21/2016 6:00:00 PM,21,0.35
3863,2022484408,4/21/2016 7:00:00 PM,17,0.283333
3864,2022484408,4/21/2016 8:00:00 PM,10,0.166667
3874,2022484408,4/22/2016 6:00:00 AM,3,0.05
3875,2022484408,4/22/2016 7:00:00 AM,32,0.533333
3876,2022484408,4/22/2016 8:00:00 AM,17,0.283333
3878,2022484408,4/22/2016 10:00:00 AM,48,0.8
3879,2022484408,4/22/2016 11:00:00 AM,22,0.366667
3880,2022484408,4/22/2016 12:00:00 PM,26,0.433333
3881,2022484408,4/22/2016 1:00:00 PM,27,0.45
3882,2022484408,4/22/2016 2:00:00 PM,32,0.533333
3883,2022484408,4/22/2016 3:00:00 PM,20,0.333333
3884,2022484408,4/22/2016 4:00:00 PM,7,0.116667
3885,2022484408,4/22/2016 5:00:00 PM,8,0.133333
3886,2022484408,4/22/2016 6:00:00 PM,19,0.316667
3887,2022484408,4/22/2016 7:00:00 PM,27,0.45
3888,2022484408,4/22/2016 8:00:00 PM,10,0.166667
3904,2022484408,4/23/2016 12:00:00 PM,13,0.216667
3905,2022484408,4/23/2016 1:00:00 PM,40,0.666667
3906,2022484408,4/23/2016 2:00:00 PM,25,0.416667
3907,2022484408,4/23/2016 3:00:00 PM,33,0.55
3908,2022484408,4/23/2016 4:00:00 PM,21,0.35
3909,2022484408,4/23/2016 5:00:00 PM,29,0.483333
3910,2022484408,4/23/2016 6:00:00 PM,33,0.55
3911,2022484408,4/23/2016 7:00:00 PM,22,0.366667
3912,2022484408,4/23/2016 8:00:00 PM,16,0.266667
3913,2022484408,4/23/2016 9:00:00 PM,10,0.166667
3914,2022484408,4/23/2016 10:00:00 PM,7,0.116667
3924,2022484408,4/24/2016 8:00:00 AM,63,1.05
3925,2022484408,4/24/2016 9:00:00 AM,84,1.4
3926,2022484408,4/24/2016 10:00:00 AM,18,0.3
3927,2022484408,4/24/2016 11:00:00 AM,24,0.4
3928,2022484408,4/24/2016 12:00:00 PM,17,0.283333
3929,2022484408,4/24/2016 1:00:00 PM,48,0.8
3930,2022484408,4/24/2016 2:00:00 PM,16,0.266667
3931,2022484408,4/24/2016 3:00:00 PM,52,0.866667
3932,2022484408,4/24/2016 4:00:00 PM,2,0.033333
3933,2022484408,4/24/2016 5:00:00 PM,23,0.383333
3934,2022484408,4/24/2016 6:00:00 PM,32,0.533333
3947,2022484408,4/25/2016 7:00:00 AM,23,0.383333
3948,2022484408,4/25/2016 8:00:00 AM,18,0.3
3950,2022484408,4/25/2016 10:00:00 AM,10,0.166667
3953,2022484408,4/25/2016 1:00:00 PM,4,0.066667
3954,2022484408,4/25/2016 2:00:00 PM,40,0.666667
3955,2022484408,4/25/2016 3:00:00 PM,16,0.266667
3956,2022484408,4/25/2016 4:00:00 PM,25,0.416667
3957,2022484408,4/25/2016 5:00:00 PM,19,0.316667
3958,2022484408,4/25/2016 6:00:00 PM,17,0.283333
3959,2022484408,4/25/2016 7:00:00 PM,34,0.566667
3960,2022484408,4/25/2016 8:00:00 PM,4,0.066667
3971,2022484408,4/26/2016 7:00:00 AM,30,0.5
3972,2022484408,4/26/2016 8:00:00 AM,6,0.1
3973,2022484408,4/26/2016 9:00:00 AM,35,0.583333
3975,2022484408,4/26/2016 11:00:00 AM,72,1.2
3976,2022484408,4/26/2016 12:00:00 PM,41,0.683333
3977,2022484408,4/26/2016 1:00:00 PM,1,0.016667
3978,2022484408,4/26/2016 2:00:00 PM,28,0.466667
3979,2022484408,4/26/2016 3:00:00 PM,32,0.533333
3980,2022484408,4/26/2016 4:00:00 PM,22,0.366667
3981,2022484408,4/26/2016 5:00:00 PM,21,0.35
3982,2022484408,4/26/2016 6:00:00 PM,21,0.35
3983,2022484408,4/26/2016 7:00:00 PM,17,0.283333
3984,2022484408,4/26/2016 8:00:00 PM,5,0.083333
3997,2022484408,4/27/2016 9:00:00 AM,64,1.066667
3998,2022484408,4/27/2016 10:00:00 AM,46,0.766667
3999,2022484408,4/27/2016 11:00:00 AM,13,0.216667
4000,2022484408,4/27/2016 12:00:00 PM,30,0.5
4001,2022484408,4/27/2016 1:00:00 PM,40,0.666667
4002,2022484408,4/27/2016 2:00:00 PM,38,0.633333
4003,2022484408,4/27/2016 3:00:00 PM,11,0.183333
4004,2022484408,4/27/2016 4:00:00 PM,23,0.383333
4005,2022484408,4/27/2016 5:00:00 PM,18,0.3
4006,2022484408,4/27/2016 6:00:00 PM,83,1.383333
4007,2022484408,4/27/2016 7:00:00 PM,13,0.216667
4019,2022484408,4/28/2016 7:00:00 AM,12,0.2
4020,2022484408,4/28/2016 8:00:00 AM,46,0.766667
4021,2022484408,4/28/2016 9:00:00 AM,30,0.5
4022,2022484408,4/28/2016 10:00:00 AM,37,0.616667
4023,2022484408,4/28/2016 11:00:00 AM,31,0.516667
4024,2022484408,4/28/2016 12:00:00 PM,71,1.183333
4025,2022484408,4/28/2016 1:00:00 PM,5,0.083333
4026,2022484408,4/28/2016 2:00:00 PM,31,0.516667
4027,2022484408,4/28/2016 3:00:00 PM,4,0.066667
4028,2022484408,4/28/2016 4:00:00 PM,24,0.4
4029,2022484408,4/28/2016 5:00:00 PM,24,0.4
4030,2022484408,4/28/2016 6:00:00 PM,13,0.216667
4031,2022484408,4/28/2016 7:00:00 PM,6,0.1
4032,2022484408,4/28/2016 8:00:00 PM,15,0.25
4044,2022484408,4/29/2016 8:00:00 AM,20,0.333333
4046,2022484408,4/29/2016 10:00:00 AM,40,0.666667
4047,2022484408,4/29/2016 11:00:00 AM,35,0.583333
4048,2022484408,4/29/2016 12:00:00 PM,26,0.433333
4049,2022484408,4/29/2016 1:00:00 PM,45,0.75
4050,2022484408,4/29/2016 2:00:00 PM,47,0.783333
4051,2022484408,4/29/2016 3:00:00 PM,17,0.283333
4052,2022484408,4/29/2016 4:00:00 PM,30,0.5
4053,2022484408,4/29/2016 5:00:00 PM,21,0.35
4054,2022484408,4/29/2016 6:00:00 PM,14,0.233333
4055,2022484408,4/29/2016 7:00:00 PM,17,0.283333
4066,2022484408,4/30/2016 6:00:00 AM,12,0.2
4067,2022484408,4/30/2016 7:00:00 AM,16,0.266667
4068,2022484408,4/30/2016 8:00:00 AM,4,0.066667
4069,2022484408,4/30/2016 9:00:00 AM,12,0.2
4070,2022484408,4/30/2016 10:00:00 AM,44,0.733333
4071,2022484408,4/30/2016 11:00:00 AM,26,0.433333
4072,2022484408,4/30/2016 12:00:00 PM,30,0.5
4073,2022484408,4/30/2016 1:00:00 PM,49,0.816667
4074,2022484408,4/30/2016 2:00:00 PM,42,0.7
4075,2022484408,4/30/2016 3:00:00 PM,53,0.883333
4076,2022484408,4/30/2016 4:00:00 PM,88,1.466667
4077,2022484408,4/30/2016 5:00:00 PM,32,0.533333
4078,2022484408,4/30/2016 6:00:00 PM,17,0.283333
4079,2022484408,4/30/2016 7:00:00 PM,18,0.3
4080,2022484408,4/30/2016 8:00:00 PM,3,0.05
4090,2022484408,5/1/2016 6:00:00 AM,21,0.35
4091,2022484408,5/1/2016 7:00:00 AM,14,0.233333
4092,2022484408,5/1/2016 8:00:00 AM,2,0.033333
4093,2022484408,5/1/2016 9:00:00 AM,9,0.15
4095,2022484408,5/1/2016 11:00:00 AM,20,0.333333
4096,2022484408,5/1/2016 12:00:00 PM,9,0.15
4097,2022484408,5/1/2016 1:00:00 PM,3,0.05
4098,2022484408,5/1/2016 2:00:00 PM,14,0.233333
4099,2022484408,5/1/2016 3:00:00 PM,26,0.433333
4100,2022484408,5/1/2016 4:00:00 PM,26,0.433333
4101,2022484408,5/1/2016 5:00:00 PM,38,0.633333
4102,2022484408,5/1/2016 6:00:00 PM,36,0.6
4103,2022484408,5/1/2016 7:00:00 PM,47,0.783333
4115,2022484408,5/2/2016 7:00:00 AM,19,0.316667
4116,2022484408,5/2/2016 8:00:00 AM,18,0.3
4117,2022484408,5/2/2016 9:00:00 AM,41,0.683333
4118,2022484408,5/2/2016 10:00:00 AM,35,0.583333
4119,2022484408,5/2/2016 11:00:00 AM,6,0.1
4120,2022484408,5/2/2016 12:00:00 PM,33,0.55
4121,2022484408,5/2/2016 1:00:00 PM,27,0.45
4123,2022484408,5/2/2016 3:00:00 PM,15,0.25
4124,2022484408,5/2/2016 4:00:00 PM,31,0.516667
4125,2022484408,5/2/2016 5:00:00 PM,18,0.3
4126,2022484408,5/2/2016 6:00:00 PM,21,0.35
4127,2022484408,5/2/2016 7:00:00 PM,11,0.183333
4139,2022484408,5/3/2016 7:00:00 AM,8,0.133333
4140,2022484408,5/3/2016 8:00:00 AM,24,0.4
4141,2022484408,5/3/2016 9:00:00 AM,17,0.283333
4143,2022484408,5/3/2016 11:00:00 AM,31,0.516667
4144,2022484408,5/3/2016 12:00:00 PM,13,0.216667
4145,2022484408,5/3/2016 1:00:00 PM,15,0.25
4146,2022484408,5/3/2016 2:00:00 PM,69,1.15
4147,2022484408,5/3/2016 3:00:00 PM,22,0.366667
4148,2022484408,5/3/2016 4:00:00 PM,92,1.533333
4149,2022484408,5/3/2016 5:00:00 PM,28,0.466667
4150,2022484408,5/3/2016 6:00:00 PM,9,0.15
4151,2022484408,5/3/2016 7:00:00 PM,9,0.15
4152,2022484408,5/3/2016 8:00:00 PM,18,0.3
4153,2022484408,5/3/2016 9:00:00 PM,5,0.083333
4162,2022484408,5/4/2016 6:00:00 AM,6,0.1
4163,2022484408,5/4/2016 7:00:00 AM,29,0.483333
4164,2022484408,5/4/2016 8:00:00 AM,15,0.25
4165,2022484408,5/4/2016 9:00:00 AM,63,1.05
4166,2022484408,5/4/2016 10:00:00 AM,60,1.0
4167,2022484408,5/4/2016 11:00:00 AM,23,0.383333
4168,2022484408,5/4/2016 12:00:00 PM,16,0.266667
4169,2022484408,5/4/2016 1:00:00 PM,16,0.266667
4171,2022484408,5/4/2016 3:00:00 PM,7,0.116667
4172,2022484408,5/4/2016 4:00:00 PM,26,0.433333
4173,2022484408,5/4/2016 5:00:00 PM,10,0.166667
4174,2022484408,5/4/2016 6:00:00 PM,19,0.316667
4175,2022484408,5/4/2016 7:00:00 PM,18,0.3
4176,2022484408,5/4/2016 8:00:00 PM,8,0.133333
4188,2022484408,5/5/2016 8:00:00 AM,15,0.25
4189,2022484408,5/5/2016 9:00:00 AM,68,1.133333
4191,2022484408,5/5/2016 11:00:00 AM,28,0.466667
4192,2022484408,5/5/2016 12:00:00 PM,12,0.2
4193,2022484408,5/5/2016 1:00:00 PM,7,0.116667
4194,2022484408,5/5/2016 2:00:00 PM,54,0.9
4195,2022484408,5/5/2016 3:00:00 PM,72,1.2
4196,2022484408,5/5/2016 4:00:00 PM,31,0.516667
4197,2022484408,5/5/2016 5:00:00 PM,19,0.316667
4198,2022484408,5/5/2016 6:00:00 PM,19,0.316667
4199,2022484408,5/5/2016 7:00:00 PM,13,0.216667
4200,2022484408,5/5/2016 8:00:00 PM,20,0.333333
4213,2022484408,5/6/2016 9:00:00 AM,35,0.583333
4214,2022484408,5/6/2016 10:00:00 AM,42,0.7
4215,2022484408,5/6/2016 11:00:00 AM,39,0.65
4216,2022484408,5/6/2016 12:00:00 PM,11,0.183333
4217,2022484408,5/6/2016 1:00:00 PM,20,0.333333
4219,2022484408,5/6/2016 3:00:00 PM,21,0.35
4220,2022484408,5/6/2016 4:00:00 PM,20,0.333333
4221,2022484408,5/6/2016 5:00:00 PM,17,0.283333
4222,2022484408,5/6/2016 6:00:00 PM,23,0.383333
4223,2022484408,5/6/2016 7:00:00 PM,23,0.383333
4224,2022484408,5/6/2016 8:00:00 PM,9,0.15
4225,2022484408,5/6/2016 9:00:00 PM,35,0.583333
4236,2022484408,5/7/2016 8:00:00 AM,1,0.016667
4237,2022484408,5/7/2016 9:00:00 AM,35,0.583333
4238,2022484408,5/7/2016 10:00:00 AM,71,1.183333
4239,2022484408,5/7/2016 11:00:00 AM,27,0.45
4240,2022484408,5/7/2016 12:00:00 PM,22,0.366667
4241,2022484408,5/7/2016 1:00:00 PM,20,0.333333
4247,2022484408,5/7/2016 7:00:00 PM,21,0.35
4248,2022484408,5/7/2016 8:00:00 PM,16,0.266667
4260,2022484408,5/8/2016 8:00:00 AM,8,0.133333
4261,2022484408,5/8/2016 9:00:00 AM,9,0.15
4262,2022484408,5/8/2016 10:00:00 AM,29,0.483333
4263,2022484408,5/8/2016 11:00:00 AM,33,0.55
4264,2022484408,5/8/2016 12:00:00 PM,28,0.466667
4265,2022484408,5/8/2016 1:00:00 PM,18,0.3
4266,2022484408,5/8/2016 2:00:00 PM,10,0.166667
4282,2022484408,5/9/2016 6:00:00 AM,15,0.25
4283,2022484408,5/9/2016 7:00:00 AM,34,0.566667
4284,2022484408,5/9/2016 8:00:00 AM,23,0.383333
4285,2022484408,5/9/2016 9:00:00 AM,43,0.716667
4287,2022484408,5/9/2016 11:00:00 AM,8,0.133333
4288,2022484408,5/9/2016 12:00:00 PM,20,0.333333
4289,2022484408,5/9/2016 1:00:00 PM,6,0.1
4291,2022484408,5/9/2016 3:00:00 PM,52,0.866667
4292,2022484408,5/9/2016 4:00:00 PM,23,0.383333
4293,2022484408,5/9/2016 5:00:00 PM,17,0.283333
4294,2022484408,5/9/2016 6:00:00 PM,25,0.416667
4295,2022484408,5/9/2016 7:00:00 PM,15,0.25
4296,2022484408,5/9/2016 8:00:00 PM,6,0.1
